@relation tweet
@attribute text string
@attribute country{"Nepal","Angola","Republik der Philippinen","Zambia","Uzbekistan","Suécia","Mongolia","Hungary","Bolivia","Francia","Luxembourg","Eesti","Japon","Україна","Senegal","Belarus'","Seychelles","Greece","Madagascar","Latvia","Somalia","Islamic Republic of Iran","Democratic Republic of Congo","Canadá","République Démocratique Du Congo","Viro","Lebanon","Vatican City","Spagna","Croatie","Regno Unito","Morocco","Republic of Croatia","Alemania","Emirati Arabi Uniti","Estonia","Azerbaijan","Montenegro","新加坡","Uganda","مملكة البحرين","Turks and Caicos Islands","Haiti","ญี่ปุ่น","Nicaragua","Vereinigte Staaten","Switzerland","Royaume du Maroc","Việt Nam","Grecia","Kazakhstan","Spanien","Romania","Germania","Kanada","Vietnam","भारत","Magyarország","Guadeloupe","Norge","Trinidad and Tobago","Hashemite Kingdom of Jordan","Cameroon","Kyrgyzstan","Malta","일본","Polska","Suomi","Bulgaria","Norway","Brunei","ישראל","Namibia","Reino Unido","Libya","Paraguay","Japón","Republic of Mozambique","","Ethiopia","Latvija","Bangladesh","Republic of Belarus","Georgia","لبنان","Martinique","Germany","Antigua and Barbuda","Zimbabwe","Republic of Mauritius","Schweiz","Tunisia","Guatemala","Mexique","Albania","Czech Republic","French Polynesia","Austria","الامارات العربية المتحدة","Svizzera","Algeria","Spanje","Islas Turcas y Caicos","Cuba","Moldova","Panamá","Central African Republic","Hellas","Ελλάς","Япония","Qatar","Curaçao","Ecuador","Poland","Monaco","Liban","Hrvatska","Cayman Islands","New Zealand","Botswana","România","Belgium","Cyprus","Guinea Bissau","Bélgica","دولة الكويت","Peru","Sint Maarten","Kuwait","Panama","Grécia","El Salvador","Republic of Serbia","Danmark","Беларусь","Österreich","Afghanistan","Spain","Espagne","Kenya","Sverige","República de Moçambique","Italy","Lesotho","België","Etats-Unis","Australia","Cambodia","Turkey","Bahrain","Andorra","Ghana","대한민국","Jamaica","Česká republika","Argentina","Украина","Ukraine","Denmark","Republic of Korea","مصر","Israel","Pakistan","Singapore","People's Republic of China","Portugal","المملكة العربية السعودية","France","Costa Rica","Kingdom of Saudi Arabia","Egypt","Republika ng Pilipinas","Mexico","Russia","Nederland","Ireland","Colombia","中华人民共和国","Finland","Thailand","Deutschland","Sweden","Tanzania","South Africa","India","España","United Kingdom","台灣","Italia","Türkiye","Espanya","Taiwan","The Netherlands","香港","Hong Kong","Nigeria","Россия","Malaysia","Dominican Republic","Venezuela","Republic of the Philippines","Estados Unidos","United Arab Emirates","Chile","Brazil","Indonesia","Sri Lanka","Japan","Brasil","México","Canada","ประเทศไทย","日本","United States"}
@data
"Interested in a job in Charlotte NC This could be a great fit https  t co MMnKezsI76 #DreamJob #NASCAR  null  The National Association for Stock Car Auto Racing Inc (NASCAR) is the sanctioning body for one of North America's premier sports  1557405591664  null","United States"
"Провести майские выходные в Ергаках с ergakiextremetours👌🏻 Было круто весело и незабываемо😌 Спасибо организаторам… https  t co kEhdDAsKCn  Russia  just thinking   1557405593665  null","Россия"
"じゃ、なければ  null  null  1557405595662  null","日本"
"#🙆‍♂️Go_u🙅‍♀️taG 아침부터 입원실         📺 개 인 홍 보 정 보 ☎️         🕴남성의류 부산매장 🛒 Go_u         🖼 사… https  t co nMzofFO1cj  null  내 앞에 있는 그대가 세상에서 단 하나뿐이기에 이 세상에게 감사드립니다  1557405627665  null","대한민국"
"I'm at しらとりのトイレ https  t co sTFKC6OROC  ふとももの隙間  メイン=シグナス3型 セカンド=ZZR1400 ゲーム、アニメ、筋トレ、料理、釣り、ボクシング、バイク、車、生き物、お酒 気軽に話しかけてください(о´∀`о  1557405655657  null","日本"
" YOU CAN’T CROSS THE SEA MERELY BY STANDING AND STARING AT THE WATER ” ― RABINDRANATH TAGORE          Rem… https  t co UjOwdu9orF  THE CITY OF JOY KOLKATA  💫Be Brave Be Kind Be You 🌟 Quote 🌟 influence 🎂28th March 🌟 Kolkata 🇮🇳 🌟 Proud Girl ❤ Dancer insta @sushmibhaduri8 #Twitter  1557405660661  null","India"
"アメリカでは無いやつ サクサクのトンカツ 福知山の神戸屋さん美味いよ😋 場所 洋食の店神戸屋 https  t co Ul0TpaeFRi  大阪(のかなり南の方)  音楽聴いたり写真撮ったり旅したり。そんな生活を夢みています。  1557405662662  null","日本"
"Click the link in our bio to see currently open #Marketing jobs like CDI  RESPONSABLE MARKETING PRODUITS MONDE H … https  t co xmG7Js47Sp  France  Follow this account for geo targeted Marketing Ad PR job tweets in France Need help Tweet us at @CareerArc  1557405760660  null","France"
"If jobs with titles like Executive Assistant Assistante Exécutive  Paris sound appealing to you follow us to h… https  t co FZspXJCgqv  France  Follow this account for geo targeted Office Clerical job tweets in France Need help Tweet us at @CareerArc  1557405782660  null","France"
"Only 6 Days left to get signed up    get started on you Now  #thirdrushfitness #fitfam #fitfriends @ ThirdRus… https  t co PTw5nNxFGh  Indy 500  Be greater than the moment  wise man once told me be wise  God Alpha & Omega    Ig's Luerush ThirdRushFitness & 👻 Luerush 👻  1557405786666  null","United States"
"So #delicate so #arty I live these #chairs #Repost beau_traps with get_repost ・・・ The Alexandra and Leora chairs by… https  t co zoR6V4yTBn  NY  Rockin Metalsmith and jewelry designer who lives to create wearable art and tabletop jewelry infused with the passion of fashion  1557405803657  null","United States"
"#OfficeSpace in Commeecial Complwx #ForRent #FraserRoad #Patna #Commercial #Property https  t co 9j8Ha2H6Pl  India  India's Premium Real Estate Network  1557405805661  null","India"
"📸 Fotografía en el parque💻     #agameoftones #ig_masterpiece #ig_exquisite #ig_shotz #global_hotshotz… https  t co d77c7YXZ5h  Puerto Rico USA  We are starting our #business in #graphicdesign we want to show our work and gain experience to be able to give value to our future clients  1557405814662  null","United States"
"08 43 en Las Condes Emanación de gas (10 6) H18 B19 Charles Hamilton y San Francisco de Asis https  t co Mj0MrRYuT3  Chile y el Mundo  Somos Voluntarios en ayuda informando a Nivel Nacional  1557405845661  null","Chile"
"Ready to move #OfficeSpace in Okhla Phase 1 #NewDelhi #ForRent #OkhlaIndEstatePhase I #Commercial #Property https  t co f9p59vUZ09  India  India's Premium Real Estate Network  1557405882659  null","India"
"Tena kwenye Ardhi yetu  null  🇹🇿 | Road Trip  1557405897662  null","Tanzania"
"current weather in Lakewood clear sky 53°F 100% humidity wind 5mph pressure 1018mb  Lakewood WA  Weather updates forecast warnings and information for Lakewood WA Sources http  OpenWeatherMap org NOAA USGS  1557405901666  null","United States"
"Piteå Norrbottens län Piteå mopedförare stoppad för kontroll Föraren misstänks för rattfylleri och får följa me… https  t co v6ux6I2gQh  Sverige  Händelser från Polisen med karta och platsinfo Se även @stockholmsbrott  1557405920662  null","Sverige"
"TEST_geocode 14bab659 f95e 4f0c 9c25 cd2b016fee6e  Alsace France  皇家午餐肉制造机  1557405933657  null","Tanzania"
"NEXT FRIDAY NIGHT  Born somewhere between London and Hell international vaudevillian @lou_safire has been strutt… https  t co urHhz5uOxr  Hackney London  London's Fu*ked Up Medicine Cabinet Every 1st Weds @hauntlocal Experimental Cabaret sideshow circus burlesque and games that may or may not contain gin  1557405973665  null","United Kingdom"
"I'm at MTA Subway  68th St Hunter College (6)  @nyctsubway in New York NY https  t co mEbLxGPPUi  NYC  Freak  1557406102663  null","United States"
"กินนนนนนนนนนนนน (@ Kagonoya in Pathum Wan Bangkok) https  t co j7LRdACwGD https  t co 8e90NzuOf9  Bangkok Thailand  Panit's | 1985 | กรุ๊ป AB | BIE SUKRIT | PALMY | TAYLOR SWIFT | SUZY | PARK SHIN HYE | 2NE1 | SISTAR | YOONA | TWICE | BLΛƆKPIИK | Movies | Gadget | Digital |  1557406131664  null","Thailand"
"Acaba de publicar una foto en Aclimação https  t co eYE67S2NQO  Sao Paulo Brasil  Sou naturologo  1557406202660  null","Brasil"
"CHBA national key note speaker this morning Anyone want me to ask something specific @ Scotiabank Convention Cent… https  t co oPwETD6Hhx  Lethbridge Alberta  President CEO of Triple M Housing in Lethbridge Love living in Alberta the modular home industry and most of all hanging with my family in the outdoors  1557406230663  null","Canada"
"Bonita Sevilla ♥️ en Seville Spain https  t co 849eVKvwR1  null  Recuerda el dicho de mamá primero tú y luego los demás Coraje y corazón Viva mi atlético♥️  1557406279663  null","España"
"At 7 00 AM CDT 3 W Leonidas St Louis Co MN COCORAHS reports SNOW of 1 00 INCH COCORAHS STATION MN SL 108 IRON… https  t co 0kQWwXmpeF  Duluth MN  Syndication of National Weather Service Office Duluth MN Unmonitored contact @akrherz who developed this  1557406302662  null","United States"
"At 6 00 AM CDT 2 WNW Seeley Sawyer Co WI COCORAHS reports SNOW of 1 00 INCH COCORAHS STATION WI SR 1 HAYWARD 9… https  t co envlqvQOU6  Duluth MN  Syndication of National Weather Service Office Duluth MN Unmonitored contact @akrherz who developed this  1557406303662  null","United States"
"At 6 30 AM CDT 3 ENE Henriette Pine Co MN COCORAHS reports SNOW of 1 10 INCH COCORAHS STATION MN PN 17 BROOK P… https  t co wyj4qE41OF  Duluth MN  Syndication of National Weather Service Office Duluth MN Unmonitored contact @akrherz who developed this  1557406304658  null","United States"
"At 6 00 AM CDT Embarrass St Louis Co MN CO OP OBSERVER reports SNOW of 1 20 INCH CO OP OBSERVER STATION EMBM5… https  t co tg7UBfweS7  Duluth MN  Syndication of National Weather Service Office Duluth MN Unmonitored contact @akrherz who developed this  1557406305659  null","United States"
"At 7 00 AM CDT Pence Iron Co WI COCORAHS reports SNOW of 2 10 INCH COCORAHS STATION WI IR 3 PENCE 0 1 E https  t co n9KNyjrtV9  Duluth MN  Syndication of National Weather Service Office Duluth MN Unmonitored contact @akrherz who developed this  1557406308663  null","United States"
"At 6 45 AM CDT 1 E LA Pointe Ashland Co WI CO OP OBSERVER reports SNOW of 3 10 INCH CO OP OBSERVER STATION MAI… https  t co cTkgblSz9q  Duluth MN  Syndication of National Weather Service Office Duluth MN Unmonitored contact @akrherz who developed this  1557406310662  null","United States"
"At 7 00 AM CDT 2 SW Bayfield Bayfield Co WI COCORAHS reports SNOW of 3 50 INCH COCORAHS STATION WI BY 15 BAYFI… https  t co XhdX0V4if6  Duluth MN  Syndication of National Weather Service Office Duluth MN Unmonitored contact @akrherz who developed this  1557406311661  null","United States"
"At 6 30 AM CDT 1 E Taft St Louis Co MN COCORAHS reports SNOW of 3 60 INCH COCORAHS STATION MN SL 107 DULUTH 1… https  t co 8WsIPDTzSo  Duluth MN  Syndication of National Weather Service Office Duluth MN Unmonitored contact @akrherz who developed this  1557406312660  null","United States"
"At 7 00 AM CDT 1 WNW Fredenberg St Louis Co MN COCORAHS reports SNOW of 4 00 INCH COCORAHS STATION MN SL 129… https  t co Tu65RSy8F0  Duluth MN  Syndication of National Weather Service Office Duluth MN Unmonitored contact @akrherz who developed this  1557406313661  null","United States"
"At 7 00 AM CDT 3 SE Finland Lake Co MN CO OP OBSERVER reports SNOW of 5 00 INCH CO OP OBSERVER STATION WLFM5 W… https  t co seitlKnJo3  Duluth MN  Syndication of National Weather Service Office Duluth MN Unmonitored contact @akrherz who developed this  1557406314662  null","United States"
"At 7 00 AM CDT 3 E Wrenshall Carlton Co MN COCORAHS reports SNOW of 5 50 INCH COCORAHS STATION MN CN 17 WRENSH… https  t co Apw27YBeeU  Duluth MN  Syndication of National Weather Service Office Duluth MN Unmonitored contact @akrherz who developed this  1557406315666  null","United States"
"At 6 35 AM CDT 2 NW TWO Harbors Lake Co MN COCORAHS reports SNOW of 5 50 INCH COCORAHS STATION MN LK 19 TWO HA… https  t co LduDjo8BO3  Duluth MN  Syndication of National Weather Service Office Duluth MN Unmonitored contact @akrherz who developed this  1557406316660  null","United States"
"New bottles have landed Introducing Elvis Juice from brewdogofficial 🍻 “AN IPA LIKE NO OTHER This is an IPA like n… https  t co 9DRGuzQP3S  37 Commercial Rd Exeter EX2 4  Smoked Food and Craft Beer right on Exeter's historic quayside Phone 01392 345345 Email SamuelJones@staustellbrewery co uk Open 8 30am 11pm  1557406339662  null","United Kingdom"
"I'm at Vibrate Dance Club in Singapore https  t co iMV8JJzNPU  North East Region Singapore  https  www facebook com jeffrey justthewayyoulove  https  www instagram com jeffreytaykh hl=en  1557406341664  null","Singapore"
"DEN HAAG i v m binnendringen woning Monsterseweg 2553 Getinte jongen ong 21jr bl kort jack do blauwe pet met… https  t co CNm3t5P8Nt  Zuid Holland  Dit is het officiele Twitter account van Burgernet in de provincie Zuid Holland Replies op dit account worden niet actief gevolgd Heeft u informatie bel 112  1557406381660  null","Nederland"
"I'm at 高円寺東急ストア in 杉並区 東京都 https  t co jUd43RNlUc  大阪 枚方市  sdvx・IIDX行脚 SP七段DP四段 ボIV無暴vf9660 ノスタルジア えっちゲー http  twpf jp a3_gy  1557406381666  null","日本"
"pazarlayabilme kıyas ➖ Dövizler Uçuyor Maşallah hitan  null  null  1557406390660  null","Türkiye"
"Dövizler Uçuyor Maşallah yaşanmak Moğol isim hakkı  null  null  1557406391663  null","Türkiye"
"amaçlama Dövizler Uçuyor Maşallah mukabeleli  null  null  1557406392661  null","Türkiye"
"Dövizler Uçuyor Maşallah deviniş 🅾 şömizli ikbal düşkünlüğü  null  null  1557406395658  null","Türkiye"
"09 05 2019г      #чита #город #небо #деньпобеды #городскиезарисовки #красивоезабайкалье @ Чита Забайкальский… https  t co YjGkpx5P7t  г Чита  Живу в #Чита #Забайкальскийкрай занимаюсь экспертизой пожаров обожаю суши воспитываю сына Тимофея   1557406395657  null","Россия"
"çayır yulafı sembolist tamı tamına yapma uydu Dövizler Uçuyor Maşallah  null  null  1557406397659  null","Türkiye"
"omca domuzlan Dövizler Uçuyor Maşallah entelekt ☺ planlanış  null  null  1557406400666  null","Türkiye"
"Dövizler Uçuyor Maşallah anıtlaştırılma 🚦 koruyabilmek yük gemisi dizgeleştirmek sönümleme buluş  null  null  1557406406665  null","Türkiye"
"iç denge Bedevi (derviş) Dövizler Uçuyor Maşallah keten kuşu yeni yıl bağlayıverme taksitlendirmek merkezkaçlama  null  null  1557406407666  null","Türkiye"
"ayşekadın Dövizler Uçuyor Maşallah balon balığı hendese meridyen düzlemi ⤵ ağızlaşma ⤵ bir müddet zamklı motorlu taşıt  null  null  1557406409660  null","Türkiye"
"Right @ Mountain Rhino Donuts https  t co M9xvy6911x  Kitchen Bay 1R 7635 44st SE C  Gourmet Gluten Free and Vegan Donuts with Brownies and Tarts  1557406410659  null","Canada"
"Azdavay 🍉 mermerleştirmek 🍉 Dövizler Uçuyor Maşallah  Türkiye  En hesaplı tamir teklifleri alın  1557406414666  null","Türkiye"
"duradur defi sismograf Dövizler Uçuyor Maşallah yerleştirebilme  null  null  1557406414666  null","Türkiye"
"Construction on #I87NYSThruway SB from Before Exit 12 (I 87)  West Nyack (Rte 303) to Before Exit 13 (I 87)   https  t co cht6gzpQdN  Catskills  Traffic & transit updates for the Hudson Valley Catskill area provided by New York State 511 Visit the website for more feeds  1557406414659  null","United States"
"Dövizler Uçuyor Maşallah aldırtabilmek bayındırcı bağımsızcasına sağlatma fosurdatma kolaylaşma  Isparta Türkiye  SDÜ http  R Tv 👑  1557406415666  null","Türkiye"
"Want to land a job like Java Developer at Mastercard Applicant tracking systems look for specific keywords Use… https  t co 61jDx7hCBw  London  Follow this account for geo targeted Business Mgmt job tweets in London Need help Tweet us at @CareerArc  1557406577662  null","United Kingdom"
"O que la ch  ° ° ° en Parque Corredor https  t co ywL2zUdOl6  Toluca México   Helter Skelter   Guitarrista en @VoltaOficial  dense  1557406665658  null","Espagne"
"We're hiring in Leavenworth KS Click the link in our bio to apply to this job and more Personnel Recovery Doctri… https  t co VPjRDOvDgm  Kansas City MO  Follow this account for geo targeted Writing Editing job tweets in Kansas City MO Need help Tweet us at @CareerArc  1557406685657  null","United States"
"https  t co 1Fcp1PVFwl  null  Alegre  1557406740660  null","Chile"
"You can't take back love  Once given it is theirs to own  Whether it is cherished or discarded lies in their hands only  Delhi  Explorer| Avid Swimmer| Salubrity| Ardent Music Lover| Reciprocally Active| My job to make sure tht ppl are not jobless| Follow me n get awesome updates  1557406744664  null","India"
"Too many choices Guess I’ll just stick to the basics    #donuts🍩 @krispykreme #travelfood #comfortfood… https  t co YuY7yv6ESY  India  Founding partner @Squareconsult #traveler #golfhack @Arsenal fan @warwickBSchool @Oberlinalumni @Doon_School ex  @tcs #sportsmarketer  1557406751659  null","India"
"This fuckin' legend  Johnny Marr @ Aura 05 08 2019 @ Aura https  t co LyVYFX5COp  Portland Maine USA  Musician engineer and Man About Town  1557406759657  null","United States"
"Град + гроза = Ааа  https  t co ucOvieAeMW  Екатеринбург Россия  Очень приятно Илья  1557406803666  null","Россия"
"📖 📚 🐛 #statefarmlife @ New York LaGuardia Airport Marriott https  t co BdcUDAghfs  davidbanda@outlook com  El que dice lo que tiene es el que no tiene lo que dice porque el que nada tiene lo tiene todo  1557406804658  null","Estados Unidos"
"📖 📚 🐛 #statefarmlife @ New York LaGuardia Airport Marriott https  t co BdcUDAghfs  davidbanda@outlook com  El que dice lo que tiene es el que no tiene lo que dice porque el que nada tiene lo tiene todo  1557406804658  null","Estados Unidos"
"Enterprise Holdings is hiring in #Rochester NY Read about our latest #internship job opening via the link in our… https  t co BkIM5lyq1e  Rochester NY  Follow this account for geo targeted Internships job tweets in Rochester NY Need help Tweet us at @CareerArc  1557406814663  null","United States"
"I'm at アニソンBar リレーション！  @relation_sakae in Nagoya shi 愛知県 https  t co zGvV7GQ1R1  null  最近、美少女ゲームは買ってはいるものの時間がなくてできてないので積みゲーマーと化してるコミュ障。  1557406875657  null","日本"
"Join us today and Register for 'Master of Science in Information System Security'  Click on the link to Register … https  t co 00g5lcSaKO  Nairobi Kenya  We are a research institute(based in Strathmore University) with a focus on ICT and Innovation Follow for updates on our work  Holding an event Reach us  1557406922663  null","Kenya"
"Construction on #NY22 Both directions from Banksville Road to Tripp Lane https  t co K3SIeWJkek  Catskills  Traffic & transit updates for the Hudson Valley Catskill area provided by New York State 511 Visit the website for more feeds  1557406979665  null","United States"
"A2 Bodegraafsestraatweg GOUDA Directe inzet 16154  Waddinxveen  P2000 meldingen voor Waddinxveen Zevenhuizen Gouda Bodegraven Boskoop e o Locatie wordt nu ook meegetwitterd (waar mogelijk)  de berichten gaan automatisch  1557406981658  null","Nederland"
"I'm at Köşebaşı  @kosebasi_tr in İstanbul Türkiye https  t co ZbZUsvpt04  null  null  1557407040663  null","Türkiye"
"We're hiring Click to apply WEO RN  https  t co Hi0Z0C54Jj #RN #WEO  Conway AR  Full Time and Pool positions available for Critical Care RN's  Signing bonuses are available to those that qualify Follow to learn more  1557407076660  null","United States"
"I'm at Previdência Social Garibaldi  INSS in Garibaldi RS https  t co ZBQCVz8SFo  null  namorada do d'alessandro  snap gaabicorbellini  1557407115663  null","Brasil"
"Yeşil=Nefes Mola🍃 #tbt #throwbackthursday #turkobjektif #turkinstagram #ig_photobox #ig_sharepoint #ig_globalclub… https  t co whrzf3tlS1  null  belki bir gün olur die hayal ediyorum🎈  1557407118658  null","Türkiye"
"current weather in National City light rain 57°F 87% humidity wind 3mph pressure 1011mb  National City CA  Weather updates forecast warnings and information for National City CA Sources http  OpenWeatherMap org NOAA USGS  1557407124664  null","United States"
"Acabou de publicar uma foto em Igreja Batista Zona Norte https  t co VNx3cZwn3Y  Nova Iguaçu  RJ  Pastor de Família no Projeto Recomeçar  Pr Cláudio Duarte  1557407131658  null","Brasil"
"White &amp Black Galerías Castaños *** Mañana viernes comenzamos nuestro fin de semana Desde las 22 00h Y todos los… https  t co nNJHcdjyAu  ARENALES DEL SOL  ALICANTE  PROMOTOR DE EVENTOS  RRPP CAMARERO JEFE DEPARTAMENTO RRPP PROMOTER    TLF 667673395  1557407142658  null","España"
"”Vägglöss på delar av boendet” https  t co VS2Fcakyv0 https  t co nznY8TCZ0F  Näset Göteborg  null  1557407148661  null","Sverige"
"Voy a robarle todo el tiempo que pueda al reloj en Santiago de Compostela Spain https  t co aMb0hCDdne  Sésamo Culleredo A Coruña  Enfermera 🚑🏥💉                          Voluntaria de Cruz Roja de A Coruña                   No dejes de soñar ✡  1557407183663  null","España"
"Stop staring at the clock every day It's time for a new career Follow us to view jobs with titles like Staffing… https  t co MeJYUBnqMK  Milwaukee WI  Follow this account for geo targeted Recruiters Recruiting job tweets in Milwaukee WI Need help Tweet us at @CareerArc  1557407215659  null","United States"
"Para um bom entendedor uma taça basta em Olinda Brazil https  t co 82h1h2XN6o  San Martin Recife  null  1557407268665  null","Brasil"
"Irenic cemetary Grandville Michigan Light rain and wind  #grandvillecemetery @ Grandville Cemetery https  t co DbYsDGBOc7  Davis CA  Fred Bach  1557407287660  null","United States"
"Nervous to apply for a job like Maintenance Technician II at Cintas Corporation Apply even if you're not a 100%… https  t co AqUimJdxx3  Mississippi Non Metro  Follow this account for geo targeted Utilities job tweets in Mississippi Non Metro Need help Tweet us at @CareerArc  1557407317661  null","United States"
"この時間の落語あとでもホッピー黒‼️ (@ 太陽食堂 幡ヶ谷店 in 渋谷区 東京都) https  t co GGbSFXFXVb https  t co hLi1Z9Gg4x  null  昔仙台、今初台からぐるぐると。最近の話題はほぼ落語と日本酒とちょこっとドラゴンズ🤡  1557407350662  null","日本"
"takipsiz Sagopa YeniŞarkısı ayıplanma ısın  Mersin Türkiye  Twitter da bizim tımarhanemiz işte  1557407379660  null","Türkiye"
"katmanlı Sagopa YeniŞarkısı göğüs çaprazı ölçümlemek  İzmir Türkiye  Unutmayınız Efendim🖐️İslam davasını ayakta tutan şahıslar değildir Şahısları ayakta tutan İslâm davasıdır🖐️  1557407401663  null","Türkiye"
"verme Sagopa YeniŞarkısı ara bozucu acı haber  Eskişehir Türkiye  Eskişehir”  1557407406659  null","Türkiye"
"Nuestros SUEÑO es ver tu sueño HECHO REALIDAD    ) https  t co Y32cMqXpXa https  t co pziMKcajfj… https  t co PzoP589V72  Bogotá D C  Colombia  Tramite de Visa Asesoria de Visa AMERICANA CANADA AUSTRALIA REINO UNIDO (BRITANICA) CHINA SCHENGEN TODOS LOS PAISES Tel 2693000 Carrera 50 # 24 40  1557407414666  null","Colombia"
" Mother’s Lifestyle 2019 5 9  【weekend citron 】  予約の取れない おもてなしお料理教室 “weekend citron”  今月は 「春のおもてなしレッスン」  ママ友で… https  t co 6xzLYXxRxr  東京  18歳、13歳、9歳の1男2女の母 。 セルフコミュニケーション心理学でママという季節を自分らしく過ごすメソッドをお伝えしています。 野沢龍雲寺こども書道教室主宰。 instagram satoko_motherslifestylist  1557407426662  null","日本"
"A Embaixadora da UNICEF para MOÇAMBIQUE 🇲🇿 e cantora  Neyma esteve no DISTRITO DO BÚZI onde visitou às crianças e… https  t co UQYGdupQdZ  Av 24 de junho Maputo  Moz  ~ᴰᵉ ᴹᵒçᵃᵐᵇⁱᵠᵘᵉ ᵖᵃʳᵃ ᵒ ᴹᵘⁿᵈᵒ ~ˢᵉᵐᵖʳᵉ ᵉᵐ ᵖʳⁱᵐᵉⁱʳᵒ ⁿᵃ ᵈⁱᵛᵘˡᵍᵃçãᵒ ᵈᵃ ⁿᵒˢˢᵃ ᴹúˢⁱᶜᵃ ~ᴾᵒʳᵠᵘᵉ ᴺóˢ ⱽᵃˡᵒʳⁱᶻᵃᵐᵒˢ ᵃ ᶜᵘˡᵗᵘʳᵃ ᵂʰᵃᵗˢᴬᵖᵖ +②⑤⑧ ⑧②②②⑦⑥⑦⑦⑦  1557407435662  null","República de Moçambique"
"J’hésite pour le commentaire #instagram entre « 2 poubelles mal garées » et « Monsieur est Lyonnais » (statistiquem… https  t co 01KnLw4D6z  Paris France  L'opinion est quelque chose d'intermediaire entre la connaissance et l'ignorance (Platon la Republique)  1557407440657  null","France"
"⚠ em Cascavel Parana Brazil https  t co aJ28tcdg4i  null  foda se 🌻  1557407441659  null","Brasil"
"Early morning light on some beautiful #macrophytes at Fairchild Tropical Botanic Garden @ Fairchild Tropical Botan… https  t co cU8xNwmXJX  Fort Myers FL  Aquatic ecologist and #biogeochemist studying everything #soil and water Number crunching fool #rstats Also keen on #ecohydrology and #climatechange  1557407447659  null","United States"
"Magnete fetzen  Funktion trifft Holz   Lumenqi Holzkunst2 0 Geschenkideen und Wohnaccessoires aus Holz Handmade… https  t co JUAwfpjxHC  Berlin Deutschland  Vielfach Berlin  Das Kreativkaufhaus   1557407493659  null","Deutschland"
"Join on FB #evolving#awareness#kindness#truth#solutions#understand#empathy#change#heal Comment below like and joi… https  t co 3Tkyd6NfGL  South Boston  everyday is a gift and living it as such   1557407528665  null","United States"
"Buen día a todos  🤣🤣 en Distrito Federal Mexico https  t co kN9ZKZgj0K  Mexico city  Straight forward wild crazy beauty Wine lover foodie reader love 2 laugh animal protector nature fan runner and I won't follow u back  1557407532663  null","Mexico"
"Have you ever had a role like JDHuntr In House Counsel Jobs 24895 Associate General Counsel General Corporate Fo… https  t co RhxR5j5YsK  Florida Non Metro  Follow this account for geo targeted Legal Paralegal job tweets in Florida Non Metro Need help Tweet us at @CareerArc  1557407534665  null","United States"
"I went to see my pals ashipoffoolstheatre performing From the Cradle to the Bin  @BrightonFringe festival… https  t co dBJbGI9pcj  London  Environmentalist artist photographer and geometrician  roughly in that order  1557407535664  null","United Kingdom"
"Accident reported in #Quincy on Expwy NB at EX 8  Furnace Brook Pkwy #traffic https  t co AoTr5OKtFq  Boston MA  null  1557407551660  null","United States"
"Casualidad o no 😯 a raíz del texto subido esta mañana encuentro un nuevo post (claro de carlos_stro ) muy relaci… https  t co FJu5Hie1RM  Valencia Sevilla  Fútbol por favor 🙏⚽  SEVILLISTA ante todo valenciano y PENTACAMPEÓN  Socio del Levante 🐸 Fitness+nutrición deportiva tb 🚵  @salvattorefit instagram  1557407567666  null","España"
"What’s your UN SDG @ Rho Italy https  t co t2dPChy7Cm  San Francisco CA  TERANGA IS A BEVERAGE COMPANY THAT USES THE BAOBAB FRUIT AS THE BASE FOR MOST OF ITS JUICE BLENDS SHOTS POPSICLES SMOOTHIES AND ICE CREAMS  1557407595666  null","Italy"
"Paige said “Okay you can go home now ”  #uncool #uncle 🤣🤣🤣 @ Fernwood Montessori https  t co LGUiX1W0zX  null  null  1557407599660  null","United States"
"Felicidades mi hermano y amigo raulinrodriguezrd por la firma de su contrato con esa empresa mexicana en Santo Do… https  t co zmuOnRAFzs  Santo Domingo  Estudiante de Ing En Sistema Compositor de Caciones Contacto 829 590 5039 y 829 380 5225 elbambinojak22@hotmail com https  t co QXmEZS1omB  1557407646658  null","Dominican Republic"
"#GymBuenaOnda👍 #TodoElDíaAFull #MotivaciónMega en Megaforce Gymcenter https  t co q0ZuOWwwxC  null  SOCIO EN MEGAFORCE GYMCENTER  1557407655666  null","Argentina"
"🖤 @ Moscow Oblast https  t co pjLAPN32Ir  stay sexy don’t get murdered  fyi i like vagina  1557407658658  null","Россия"
"Slurry seal going on a paving job at Bbcdc  Excellent work #YoungAfricaWorks #asphaltpaving #construction… https  t co FBuD1wZQeC  Bethel Mission Lesotho  Ivan Yaholnitsky is the managing director of Bethel BCDC a technical and commercial school in Lesotho #permaculture #solarpower ivan yaholnitsky@gmail com  1557407665663  null","Lesotho"
"マルチーズ　まるちゃん ボクサー　マーニーちゃん  今日はのんびりお散歩してきました。     軽井沢… https  t co sr5Dtvc69w  長野県北佐久郡軽井沢町  軽井沢犬のほいくえんＶita 阿部です。  1557407791658  null","日本"
